fit_days,strategy,lead,target,station,candidate_origin,candidate_target,distance,mse_displacement,mse_hydrology,mse_static,mse_history,mse_lead,candidate_demand_mm,query_demand_mm,demand_difference_mm,nonzero_pair,same_direction
342,IN,26,368,ATU5,252,278,2.1424324070041236,3.4073275433207586,6.393417694980222,0.0,4.623939705504743,0.0,-26.92666557398374,32.18736453980878,59.11403011379252,True,False
342,IN,26,368,MJ3,252,278,2.1424324070041236,3.4073275433207586,6.393417694980222,0.0,4.623939705504743,0.0,-0.5918119339148689,3.0224613420823516,3.6142732759972205,True,False
342,IN,26,368,MJ1,252,278,2.1424324070041236,3.4073275433207586,6.393417694980222,0.0,4.623939705504743,0.0,1.5033946129261722,-1.5735868731115943,-3.0769814860377664,True,False
342,IN,27,369,ATU1,252,279,2.226046220081444,3.33504434377761,7.00382233585926,0.0,4.623939705504743,0.0,-24.05964136159578,27.162055063136776,51.221696424732556,True,False
342,IN,27,369,ATU5,252,279,2.226046220081444,3.33504434377761,7.00382233585926,0.0,4.623939705504743,0.0,-27.31028144313788,33.29002252824199,60.60030397137987,True,False
342,IN,27,369,MJ3,252,279,2.226046220081444,3.33504434377761,7.00382233585926,0.0,4.623939705504743,0.0,-1.1985777386944392,3.2546280520789423,4.4532057907733815,True,False
342,IN,27,369,MJ1,252,279,2.226046220081444,3.33504434377761,7.00382233585926,0.0,4.623939705504743,0.0,1.2487882542619673,-1.5283727203436683,-2.7771609746056356,True,False
342,IN,28,370,ATU1,252,280,2.329418444056848,3.344942807570368,7.776043684759358,0.0,4.623939705504743,0.0,-24.060849924441328,28.144435410783316,52.205285335224644,True,False
342,IN,28,370,ATU5,252,280,2.329418444056848,3.344942807570368,7.776043684759358,0.0,4.623939705504743,0.0,-27.642397552429003,34.38952066784043,62.03191822026943,True,False
342,IN,28,370,MJ3,252,280,2.329418444056848,3.344942807570368,7.776043684759358,0.0,4.623939705504743,0.0,-1.7147847155645195,3.4540300557007413,5.168814771265261,True,False
342,IN,28,370,MJ1,252,280,2.329418444056848,3.344942807570368,7.776043684759358,0.0,4.623939705504743,0.0,1.1126373323843382,-1.6097832209181888,-2.722420553302527,True,False
342,IN,29,371,ATU1,252,281,2.39664679097812,3.3590719178538717,8.29600293496531,0.0,4.623939705504743,0.0,-24.003031054593194,29.196777313917536,53.19980836851073,True,False
